user_hash,created_at,action,gender,age_band,channel
U003459,2025-06-05T10:07:17Z,comment,F,20s,app
U001183,2025-06-05T10:09:36Z,comment,F,20s,app
U003641,2025-06-05T10:09:56Z,purchase,F,20s,web
U002581,2025-06-05T10:12:37Z,purchase,M,40s,app
U003438,2025-06-05T10:14:11Z,like,F,20s,app
U002703,2025-06-05T10:16:12Z,login,M,20s,app
U002368,2025-06-05T10:19:05Z,login,F,30s,app
U001704,2025-06-05T10:21:11Z,login,F,50s,web
U003949,2025-06-05T10:21:39Z,view,M,40s,web
U000894,2025-06-05T10:22:20Z,login,M,20s,app
U002878,2025-06-05T10:23:12Z,login,F,30s,web
U002623,2025-06-05T10:23:13Z,login,M,20s,web
U002878,2025-06-05T10:24:46Z,login,F,30s,web
U002812,2025-06-05T10:28:58Z,like,M,30s,web
U002263,2025-06-05T10:33:36Z,like,M,30s,app
U002078,2025-06-05T10:33:44Z,purchase,M,30s,app
U003066,2025-06-05T10:34:26Z,login,M,20s,web
U001398,2025-06-05T10:38:32Z,login,F,30s,web
U000039,2025-06-05T10:47:04Z,login,F,20s,web
U000424,2025-06-05T10:49:23Z,login,F,20s,web
U003083,2025-06-05T10:51:12Z,like,F,30s,app
U000398,2025-06-05T10:53:17Z,view,F,20s,app
U000194,2025-06-05T10:55:14Z,view,M,50s,web
U000568,2025-06-05T10:59:50Z,view,F,30s,web
U000220,2025-06-05T11:01:01Z,comment,M,20s,app
U001282,2025-06-05T11:04:59Z,view,F,50s,web
U000780,2025-06-05T11:15:45Z,like,F,20s,web
U000478,2025-06-05T11:20:50Z,login,F,60s,web
U003079,2025-06-05T11:26:38Z,purchase,M,20s,app
U000470,2025-06-05T11:28:12Z,view,M,40s,app
U003744,2025-06-05T11:32:28Z,view,F,30s,web
U002607,2025-06-05T11:33:45Z,login,M,20s,web
U001943,2025-06-05T11:33:50Z,view,F,20s,app
U003719,2025-06-05T11:37:29Z,login,M,20s,web
U003804,2025-06-05T11:39:54Z,login,M,30s,web
U000916,2025-06-05T11:40:23Z,view,M,40s,web
U003466,2025-06-05T11:41:37Z,login,F,40s,app
U001157,2025-06-05T11:42:16Z,comment,F,60s,app
U000426,2025-06-05T11:50:26Z,comment,M,20s,web
U003684,2025-06-05T11:54:25Z,login,M,20s,app
U000911,2025-06-05T11:55:00Z,login,M,30s,web
U000612,2025-06-05T12:00:57Z,view,M,30s,web
U002038,2025-06-05T12:01:49Z,login,M,30s,web
U000233,2025-06-05T12:05:06Z,login,M,30s,app
U000237,2025-06-05T12:05:10Z,login,F,20s,web
U002969,2025-06-05T12:09:28Z,purchase,M,20s,web
U000550,2025-06-05T12:09:41Z,view,F,20s,web
U003438,2025-06-05T12:12:38Z,login,F,20s,app
U000903,2025-06-05T12:17:59Z,view,F,30s,app
U000163,2025-06-05T12:18:11Z,view,M,10s,app
U003602,2025-06-05T12:28:27Z,login,F,50s,web
U000916,2025-06-05T12:28:34Z,login,M,40s,web
U001434,2025-06-05T12:31:26Z,login,M,30s,web
U000919,2025-06-05T12:34:54Z,login,M,30s,app
U003510,2025-06-05T12:37:38Z,view,M,20s,app
U001985,2025-06-05T12:47:39Z,view,M,30s,app
U002812,2025-06-05T12:51:18Z,like,M,30s,web
U003561,2025-06-05T12:52:30Z,comment,F,40s,web
U000780,2025-06-05T12:53:35Z,view,F,20s,web
U001349,2025-06-05T12:53:44Z,view,F,20s,web
U002632,2025-06-05T13:01:08Z,login,F,20s,web
U001723,2025-06-05T13:02:37Z,view,M,40s,app
U000171,2025-06-05T13:03:20Z,comment,M,20s,app
U002931,2025-06-05T13:04:36Z,view,F,20s,web
U001819,2025-06-05T13:05:03Z,comment,F,30s,web
U003775,2025-06-05T13:06:33Z,login,M,10s,app
U003785,2025-06-05T13:07:45Z,view,F,20s,app
U000814,2025-06-05T13:09:07Z,like,F,20s,app
U000911,2025-06-05T13:11:53Z,login,M,30s,web
U000329,2025-06-05T13:13:56Z,login,F,20s,app
U002554,2025-06-05T13:17:39Z,login,M,20s,web
U002729,2025-06-05T13:27:11Z,like,M,40s,web
U000246,2025-06-05T13:29:24Z,view,F,30s,app
U002801,2025-06-05T13:36:59Z,login,F,30s,app
U001902,2025-06-05T13:46:45Z,login,F,30s,web
U003830,2025-06-05T13:47:40Z,login,F,30s,app
U000847,2025-06-05T13:54:07Z,view,F,10s,app
U003233,2025-06-05T13:54:09Z,view,M,20s,app
U002094,2025-06-05T13:56:31Z,like,F,20s,web
U003428,2025-06-05T14:00:03Z,login,F,30s,web
U001070,2025-06-05T14:02:32Z,login,M,40s,app
U003349,2025-06-05T14:03:16Z,view,F,30s,app
U001952,2025-06-05T14:03:28Z,view,M,40s,app
U002015,2025-06-05T14:03:32Z,view,F,50s,web
U000642,2025-06-05T14:04:19Z,view,M,10s,web
U001437,2025-06-05T14:04:56Z,view,M,30s,app
U002243,2025-06-05T14:08:17Z,view,F,40s,web
U000420,2025-06-05T14:09:12Z,login,M,10s,app
U000324,2025-06-05T14:16:20Z,login,M,10s,app
U002595,2025-06-05T14:20:44Z,like,M,20s,app
U000903,2025-06-05T14:25:15Z,view,F,30s,app
U001411,2025-06-05T14:33:00Z,like,F,20s,web
U000678,2025-06-05T14:39:17Z,login,F,30s,app
U000865,2025-06-05T14:39:54Z,view,F,30s,app
U000075,2025-06-05T14:43:01Z,comment,F,20s,web
U000233,2025-06-05T14:49:38Z,login,M,30s,app
U003223,2025-06-05T14:55:32Z,purchase,F,30s,app
U000332,2025-06-05T14:56:38Z,view,M,20s,app
U000949,2025-06-05T14:56:47Z,like,M,20s,app
U001241,2025-06-05T14:58:44Z,view,M,30s,app
U001243,2025-06-05T15:12:55Z,comment,M,40s,web
U003097,2025-06-05T15:13:30Z,login,M,20s,app
U001700,2025-06-05T15:14:52Z,login,F,20s,app
U002485,2025-06-05T15:21:55Z,like,M,20s,app
U000424,2025-06-05T15:25:33Z,like,F,20s,web
U000795,2025-06-05T15:31:58Z,comment,F,20s,app
U002378,2025-06-05T15:34:14Z,login,M,50s,web
U003741,2025-06-05T15:38:17Z,login,F,30s,app
U001241,2025-06-05T15:42:47Z,view,M,30s,app
U003648,2025-06-05T15:45:51Z,view,F,30s,app
U002245,2025-06-05T15:49:17Z,view,M,30s,web
U001376,2025-06-05T15:56:37Z,view,M,10s,web
U000468,2025-06-05T15:57:02Z,purchase,F,40s,web
U001254,2025-06-05T15:57:41Z,comment,F,20s,app
U001093,2025-06-05T16:10:44Z,view,F,20s,web
U000778,2025-06-05T16:15:50Z,login,M,60s,app
U002929,2025-06-05T16:17:04Z,comment,F,40s,app
U000949,2025-06-05T16:26:37Z,login,M,20s,app
U000553,2025-06-05T16:26:52Z,view,F,50s,web
U001100,2025-06-05T16:27:42Z,view,M,50s,web
U000289,2025-06-05T16:33:09Z,login,M,10s,web
U002037,2025-06-05T16:35:39Z,login,F,30s,web
U001303,2025-06-05T16:42:25Z,view,F,20s,web
U000124,2025-06-05T16:44:26Z,view,F,40s,web
U000901,2025-06-05T16:44:47Z,view,M,30s,app
U002532,2025-06-05T16:45:58Z,view,M,20s,app
U003427,2025-06-05T16:49:24Z,view,F,20s,app
U002272,2025-06-05T16:49:50Z,login,M,30s,app
U001546,2025-06-05T17:00:19Z,view,M,20s,web
U000847,2025-06-05T17:04:20Z,view,F,10s,app
U003163,2025-06-05T17:13:00Z,login,F,30s,web
U001888,2025-06-05T17:17:58Z,like,F,20s,app
U003233,2025-06-05T17:19:53Z,view,M,20s,app
U002285,2025-06-05T17:20:21Z,view,F,20s,app
U002210,2025-06-05T17:20:28Z,comment,F,40s,web
U003741,2025-06-05T17:21:18Z,view,F,30s,app
U003893,2025-06-05T17:21:31Z,comment,M,40s,app
U000512,2025-06-05T17:24:42Z,login,F,10s,web
U000647,2025-06-05T17:25:47Z,view,M,20s,app
U001952,2025-06-05T17:27:48Z,login,M,40s,app
U003642,2025-06-05T17:43:01Z,view,M,40s,app
U001371,2025-06-05T17:43:40Z,purchase,F,20s,app
U000971,2025-06-05T17:49:12Z,login,M,40s,app
U002035,2025-06-05T17:54:30Z,like,M,20s,app
U003140,2025-06-05T17:58:33Z,view,F,50s,web
U002097,2025-06-05T18:09:20Z,view,F,10s,app
U003388,2025-06-05T18:13:24Z,login,F,40s,app
U003306,2025-06-05T18:23:45Z,view,M,20s,web
U002082,2025-06-05T18:26:07Z,login,M,40s,app
U002694,2025-06-05T18:30:23Z,comment,M,20s,app
U002245,2025-06-05T18:37:41Z,login,M,30s,web
U003994,2025-06-05T18:39:32Z,like,F,30s,web
U003266,2025-06-05T18:41:41Z,login,M,30s,app
U001289,2025-06-05T18:44:57Z,login,M,50s,app
U001217,2025-06-05T18:47:08Z,view,M,10s,app
U002929,2025-06-05T18:52:08Z,login,F,40s,app
U001510,2025-06-05T18:55:45Z,comment,M,30s,web
U000420,2025-06-05T18:56:02Z,login,M,10s,app
U003751,2025-06-05T18:59:50Z,view,M,40s,app
U001487,2025-06-05T19:01:06Z,login,F,30s,app
U002559,2025-06-05T19:09:07Z,login,F,20s,app
U000380,2025-06-05T19:09:30Z,like,M,30s,web
U000287,2025-06-05T19:09:44Z,like,F,30s,web
U002729,2025-06-05T19:15:18Z,purchase,M,40s,web
U002401,2025-06-05T19:16:14Z,view,M,20s,web
U002728,2025-06-05T19:22:27Z,login,M,10s,web
U001217,2025-06-05T19:26:36Z,view,M,10s,app
U003983,2025-06-05T19:27:25Z,login,M,30s,web
U000913,2025-06-05T19:33:05Z,view,F,20s,web
U002385,2025-06-05T19:33:32Z,login,F,30s,app
U001808,2025-06-05T19:36:48Z,view,M,50s,app
U001256,2025-06-05T19:40:26Z,login,F,20s,app
U002679,2025-06-05T19:43:08Z,login,F,40s,app
U002583,2025-06-05T19:44:42Z,view,M,20s,web
U000079,2025-06-05T19:45:23Z,purchase,F,20s,app
U003460,2025-06-05T19:45:32Z,login,F,30s,web
U002691,2025-06-05T19:45:55Z,login,M,30s,web
U001042,2025-06-05T19:49:18Z,login,M,10s,app
U002574,2025-06-05T19:49:46Z,login,F,20s,app
U000780,2025-06-05T19:51:45Z,like,F,20s,web
U000209,2025-06-05T19:53:46Z,view,M,30s,app
U002219,2025-06-05T19:54:34Z,view,F,20s,app
U000048,2025-06-05T20:04:31Z,login,F,30s,app
U003466,2025-06-05T20:04:34Z,login,F,40s,app
U001376,2025-06-05T20:06:19Z,login,M,10s,web
U003091,2025-06-05T20:11:37Z,login,M,30s,app
U003774,2025-06-05T20:13:29Z,login,M,20s,app
U003251,2025-06-05T20:17:37Z,view,M,30s,app
U001206,2025-06-05T20:22:27Z,view,F,20s,web
U001504,2025-06-05T20:24:08Z,login,M,40s,app
U003893,2025-06-05T20:25:27Z,purchase,M,40s,app
U002228,2025-06-05T20:35:42Z,like,F,40s,app
U002253,2025-06-05T20:37:20Z,view,F,40s,app
U000819,2025-06-05T20:40:20Z,view,M,40s,app
U001843,2025-06-05T20:43:31Z,comment,F,20s,web
U001289,2025-06-05T20:45:12Z,login,M,50s,app
U002690,2025-06-05T20:49:05Z,login,M,50s,web
U003470,2025-06-05T20:53:58Z,login,M,30s,app
U001940,2025-06-05T20:53:58Z,view,M,30s,web
U001100,2025-06-05T20:58:19Z,view,M,50s,web
U003708,2025-06-05T20:59:59Z,view,M,20s,app
U003430,2025-06-05T21:01:21Z,login,F,40s,web
U001379,2025-06-05T21:06:23Z,comment,F,20s,web
U000289,2025-06-05T21:15:22Z,login,M,10s,web
U002729,2025-06-05T21:20:19Z,login,M,40s,web
U000087,2025-06-05T21:25:36Z,view,F,40s,app
U003354,2025-06-05T21:27:58Z,like,F,20s,app
U000916,2025-06-05T21:28:51Z,view,M,40s,web
U001322,2025-06-05T21:31:12Z,purchase,M,40s,web
U001861,2025-06-05T21:40:07Z,view,F,20s,web
U000926,2025-06-05T21:43:11Z,view,F,40s,web
U002262,2025-06-05T21:50:06Z,purchase,F,20s,app
U003468,2025-06-05T21:54:15Z,view,F,50s,app
U001683,2025-06-05T21:54:16Z,comment,F,30s,app
U000660,2025-06-05T22:08:06Z,view,F,40s,app
U003552,2025-06-05T22:10:42Z,comment,F,20s,app
U003469,2025-06-05T22:12:37Z,view,F,20s,web
U003688,2025-06-05T22:13:45Z,view,F,20s,app
U003602,2025-06-05T22:32:57Z,login,F,50s,web
U000287,2025-06-05T22:33:38Z,view,F,30s,web
U002285,2025-06-05T22:38:18Z,view,F,20s,app
U003815,2025-06-05T22:40:45Z,view,M,50s,app
U002847,2025-06-05T22:46:40Z,comment,F,20s,app
U003361,2025-06-05T22:50:11Z,login,M,30s,web
U003036,2025-06-05T22:56:32Z,like,F,20s,web
U000578,2025-06-05T22:57:26Z,like,M,10s,app
U003688,2025-06-05T23:00:41Z,login,F,20s,app
U000719,2025-06-05T23:02:55Z,view,F,20s,app
U000051,2025-06-05T23:04:42Z,like,F,40s,app
U003655,2025-06-05T23:07:50Z,view,M,60s,web
U000845,2025-06-05T23:22:18Z,view,M,10s,web
U002422,2025-06-05T23:24:30Z,comment,F,30s,web
U001342,2025-06-05T23:34:55Z,like,M,20s,app
U000968,2025-06-05T23:39:16Z,view,F,20s,web
U003524,2025-06-05T23:45:54Z,login,F,50s,web
U000054,2025-06-05T23:53:06Z,login,M,20s,web
U003279,2025-06-05T23:56:51Z,like,F,50s,app
U000818,2025-06-06T08:10:51Z,login,F,30s,app
U002962,2025-06-06T08:12:58Z,login,F,30s,web
U000576,2025-06-06T08:15:06Z,login,M,20s,web
U001312,2025-06-06T08:15:49Z,view,M,40s,web
U003441,2025-06-06T08:16:32Z,view,F,20s,app
U002141,2025-06-06T08:23:30Z,view,F,20s,web
U001505,2025-06-06T08:28:15Z,like,M,20s,app
U002460,2025-06-06T08:28:56Z,login,F,60s,web
U003855,2025-06-06T08:29:07Z,login,M,20s,app
U002025,2025-06-06T08:29:58Z,view,M,20s,web
U001830,2025-06-06T08:30:35Z,view,F,20s,app
U000109,2025-06-06T08:31:12Z,like,F,30s,app
U003416,2025-06-06T08:35:25Z,view,F,20s,app
U000426,2025-06-06T08:39:04Z,view,M,20s,web
U003386,2025-06-06T08:42:59Z,view,F,50s,web
U000369,2025-06-06T08:45:36Z,view,M,30s,web
U000503,2025-06-06T08:46:56Z,like,M,20s,web
U001900,2025-06-06T08:47:39Z,view,M,20s,web
U001489,2025-06-06T08:48:08Z,view,F,40s,app
U003192,2025-06-06T08:48:32Z,view,F,30s,app
U001256,2025-06-06T08:50:24Z,like,F,20s,app
U002081,2025-06-06T08:51:27Z,view,F,20s,app
U003480,2025-06-06T08:56:53Z,view,F,10s,app
U000477,2025-06-06T08:59:58Z,like,F,20s,web
U003312,2025-06-06T09:01:31Z,view,M,20s,app
U002632,2025-06-06T09:05:18Z,login,F,20s,web
U000357,2025-06-06T09:05:35Z,view,M,40s,web
U002867,2025-06-06T09:08:25Z,login,M,30s,web
U000682,2025-06-06T09:13:00Z,view,F,30s,web
U000593,2025-06-06T09:17:22Z,login,F,50s,web
U003957,2025-06-06T09:19:40Z,purchase,F,30s,web
U002736,2025-06-06T09:20:49Z,comment,F,30s,web
U001985,2025-06-06T09:22:08Z,view,M,30s,app
U000562,2025-06-06T09:27:51Z,login,M,20s,app
U002789,2025-06-06T09:28:42Z,like,F,20s,app
U000012,2025-06-06T09:32:19Z,login,F,30s,app
U003611,2025-06-06T09:36:21Z,login,F,20s,app
U000561,2025-06-06T09:36:29Z,comment,F,30s,web
U003611,2025-06-06T09:39:19Z,view,F,20s,app
U002527,2025-06-06T09:47:25Z,view,M,40s,app
U001255,2025-06-06T09:51:41Z,login,M,20s,app
U000070,2025-06-06T09:55:32Z,view,F,50s,web
U000660,2025-06-06T09:56:34Z,view,F,40s,app
U003189,2025-06-06T09:57:42Z,purchase,M,30s,web
U003384,2025-06-06T09:58:48Z,view,M,20s,web
U000719,2025-06-06T10:07:24Z,view,F,20s,app
U003100,2025-06-06T10:13:52Z,login,F,30s,web
U002451,2025-06-06T10:16:03Z,comment,M,20s,app
U002285,2025-06-06T10:17:00Z,login,F,20s,app
U000233,2025-06-06T10:17:23Z,view,M,30s,app
U002648,2025-06-06T10:21:05Z,view,M,20s,app
U002781,2025-06-06T10:21:25Z,login,M,30s,app
U003642,2025-06-06T10:25:34Z,comment,M,40s,app
U000865,2025-06-06T10:27:59Z,like,F,30s,app
U000017,2025-06-06T10:28:13Z,like,F,20s,app
U002506,2025-06-06T10:28:29Z,view,M,30s,web
U001908,2025-06-06T10:33:20Z,view,M,40s,web
U000545,2025-06-06T10:37:34Z,view,M,40s,web
U003602,2025-06-06T10:38:55Z,view,F,50s,web
U000795,2025-06-06T10:39:10Z,view,F,20s,app
U000904,2025-06-06T10:48:08Z,purchase,M,30s,web
U001888,2025-06-06T10:49:40Z,login,F,20s,app
U001679,2025-06-06T10:52:05Z,login,F,30s,web
U002409,2025-06-06T10:56:33Z,view,M,40s,app
U003090,2025-06-06T10:57:23Z,comment,M,30s,app
U002583,2025-06-06T11:00:06Z,login,M,20s,web
U002537,2025-06-06T11:00:22Z,view,F,20s,web
U002422,2025-06-06T11:00:38Z,purchase,F,30s,web
U000174,2025-06-06T11:01:50Z,view,F,40s,app
U000637,2025-06-06T11:05:58Z,view,F,20s,app
U000147,2025-06-06T11:07:10Z,view,M,10s,web
U003233,2025-06-06T11:07:33Z,view,M,20s,app
U002303,2025-06-06T11:10:35Z,view,M,60s,app
U002399,2025-06-06T11:10:53Z,login,F,20s,app
U001042,2025-06-06T11:16:08Z,view,M,10s,app
U003441,2025-06-06T11:19:43Z,login,F,20s,app
U001593,2025-06-06T11:24:45Z,login,M,20s,app
U000753,2025-06-06T11:26:48Z,login,F,20s,web
U003949,2025-06-06T11:27:32Z,like,M,40s,web
U002789,2025-06-06T11:27:42Z,view,F,20s,app
U000597,2025-06-06T11:30:43Z,login,F,20s,web
U002255,2025-06-06T11:31:58Z,view,M,20s,app
U001309,2025-06-06T11:33:22Z,comment,F,20s,app
U000294,2025-06-06T11:33:27Z,view,F,30s,web
U002254,2025-06-06T11:41:15Z,purchase,M,30s,app
U001911,2025-06-06T11:42:57Z,purchase,F,20s,app
U002438,2025-06-06T11:43:37Z,login,M,10s,web
U001716,2025-06-06T11:43:57Z,login,F,10s,web
U001735,2025-06-06T11:45:18Z,login,M,20s,app
U003094,2025-06-06T11:45:34Z,like,M,40s,web
U002779,2025-06-06T11:45:43Z,comment,F,40s,app
U002307,2025-06-06T11:52:03Z,view,F,10s,web
U000422,2025-06-06T12:04:30Z,login,F,30s,app
U003051,2025-06-06T12:09:21Z,view,F,20s,app
U000208,2025-06-06T12:13:16Z,view,F,20s,web
U002512,2025-06-06T12:24:57Z,view,M,20s,web
U001744,2025-06-06T12:28:49Z,view,M,20s,web
U002067,2025-06-06T12:31:27Z,view,M,40s,app
U003084,2025-06-06T12:42:17Z,view,M,30s,app
U003268,2025-06-06T12:44:41Z,login,M,20s,app
U000197,2025-06-06T12:50:22Z,login,F,40s,app
U003533,2025-06-06T12:50:35Z,comment,M,20s,web
U003426,2025-06-06T12:51:58Z,login,F,20s,app
U002037,2025-06-06T12:52:34Z,view,F,30s,web
U002367,2025-06-06T12:58:39Z,login,M,20s,app
U000477,2025-06-06T12:58:57Z,purchase,F,20s,web
U002292,2025-06-06T13:06:59Z,login,M,20s,web
U000380,2025-06-06T13:07:53Z,view,M,30s,web
U000289,2025-06-06T13:09:30Z,comment,M,10s,web
U002973,2025-06-06T13:09:56Z,view,M,30s,web
U001996,2025-06-06T13:12:26Z,comment,M,30s,app
U003850,2025-06-06T13:13:59Z,login,M,10s,app
U001531,2025-06-06T13:16:38Z,login,F,20s,app
U000637,2025-06-06T13:19:52Z,login,F,20s,app
U000380,2025-06-06T13:26:26Z,view,M,30s,web
U003745,2025-06-06T13:27:08Z,view,F,40s,app
U003494,2025-06-06T13:27:35Z,view,F,20s,web
U001255,2025-06-06T13:28:22Z,login,M,20s,app
U000420,2025-06-06T13:31:24Z,login,M,10s,app
U001510,2025-06-06T13:31:57Z,view,M,30s,web
U003672,2025-06-06T13:38:12Z,view,M,10s,web
U003103,2025-06-06T13:41:23Z,comment,M,30s,app
U002544,2025-06-06T13:42:11Z,like,M,30s,app
U003511,2025-06-06T13:46:21Z,login,M,20s,web
U000722,2025-06-06T13:46:32Z,view,M,20s,web
U002563,2025-06-06T13:48:20Z,login,F,30s,web
U002521,2025-06-06T13:49:43Z,login,F,50s,app
U003237,2025-06-06T13:50:30Z,login,F,40s,app
U001031,2025-06-06T13:50:42Z,comment,F,20s,app
U002240,2025-06-06T13:52:18Z,view,F,10s,web
U002910,2025-06-06T13:52:23Z,view,F,30s,web
U003500,2025-06-06T13:53:25Z,view,M,50s,app
U001152,2025-06-06T13:56:47Z,view,F,20s,app
U000722,2025-06-06T14:01:34Z,view,M,20s,web
U003744,2025-06-06T14:04:47Z,view,F,30s,web
U000545,2025-06-06T14:08:55Z,login,M,40s,web
U002116,2025-06-06T14:16:26Z,view,F,40s,web
U003521,2025-06-06T14:21:27Z,view,F,20s,web
U003201,2025-06-06T14:24:17Z,purchase,F,20s,web
U001285,2025-06-06T14:30:44Z,like,M,30s,app
U003331,2025-06-06T14:31:36Z,login,M,40s,app
U001311,2025-06-06T14:35:49Z,view,F,20s,app
U000569,2025-06-06T14:37:34Z,comment,F,30s,web
U003943,2025-06-06T14:55:51Z,comment,M,10s,app
U000023,2025-06-06T14:58:42Z,like,M,20s,web
U000470,2025-06-06T14:59:38Z,login,M,40s,app
U002835,2025-06-06T15:00:53Z,view,F,20s,app
U002910,2025-06-06T15:02:11Z,purchase,F,30s,web
U002059,2025-06-06T15:03:07Z,comment,M,40s,app
U001971,2025-06-06T15:07:12Z,view,M,30s,web
U001899,2025-06-06T15:07:50Z,login,M,50s,app
U002442,2025-06-06T15:10:02Z,view,F,20s,web
U002742,2025-06-06T15:12:55Z,view,F,20s,app
U000719,2025-06-06T15:14:15Z,view,F,20s,app
U003602,2025-06-06T15:15:59Z,login,F,50s,web
U002833,2025-06-06T15:18:46Z,login,M,30s,app
U000612,2025-06-06T15:32:43Z,login,M,30s,web
U000424,2025-06-06T15:38:42Z,view,F,20s,web
U002025,2025-06-06T15:39:28Z,login,M,20s,web
U000991,2025-06-06T15:40:15Z,comment,M,40s,web
U000270,2025-06-06T15:41:38Z,purchase,F,30s,web
U000971,2025-06-06T15:43:00Z,comment,M,40s,app
U002219,2025-06-06T15:46:22Z,like,F,20s,app
U001187,2025-06-06T15:46:47Z,view,F,20s,web
U001670,2025-06-06T15:47:22Z,login,M,30s,web
U002370,2025-06-06T16:07:16Z,view,M,40s,app
U000928,2025-06-06T16:09:30Z,comment,M,20s,app
U002374,2025-06-06T16:11:35Z,view,F,20s,app
U000470,2025-06-06T16:15:35Z,view,M,40s,app
U001903,2025-06-06T16:18:40Z,login,F,30s,web
U000041,2025-06-06T16:18:57Z,comment,F,50s,app
U000197,2025-06-06T16:19:52Z,purchase,F,40s,app
U002537,2025-06-06T16:22:16Z,view,F,20s,web
U001975,2025-06-06T16:27:04Z,view,M,40s,app
U001859,2025-06-06T16:28:02Z,view,M,40s,app
U001510,2025-06-06T16:28:56Z,login,M,30s,web
U001100,2025-06-06T16:30:12Z,login,M,50s,web
U003521,2025-06-06T16:35:18Z,login,F,20s,web
U000420,2025-06-06T16:37:29Z,view,M,10s,app
U003859,2025-06-06T16:39:03Z,view,M,40s,app
U000357,2025-06-06T16:40:09Z,login,M,40s,web
U003233,2025-06-06T16:40:29Z,login,M,20s,app
U001487,2025-06-06T16:40:46Z,view,F,30s,app
U000304,2025-06-06T16:47:21Z,view,M,20s,app
U003575,2025-06-06T16:52:21Z,comment,F,50s,web
U003681,2025-06-06T16:55:49Z,view,F,30s,web
U000477,2025-06-06T16:57:06Z,view,F,20s,web
U002485,2025-06-06T16:58:21Z,view,M,20s,app
U002158,2025-06-06T17:03:14Z,view,F,40s,web
U001858,2025-06-06T17:03:31Z,login,M,40s,app
U002073,2025-06-06T17:06:13Z,login,F,30s,web
U000819,2025-06-06T17:11:52Z,purchase,M,40s,app
U002598,2025-06-06T17:14:03Z,view,F,50s,web
U001337,2025-06-06T17:17:16Z,like,F,40s,app
U002025,2025-06-06T17:18:20Z,view,M,20s,web
U001859,2025-06-06T17:26:18Z,view,M,40s,app
U000477,2025-06-06T17:34:03Z,like,F,20s,web
U000562,2025-06-06T17:35:00Z,comment,M,20s,app
U003286,2025-06-06T17:40:36Z,like,M,20s,web
U001645,2025-06-06T17:41:27Z,view,M,40s,web
U001947,2025-06-06T17:47:04Z,comment,M,20s,app
U003662,2025-06-06T17:51:36Z,view,F,30s,web
U001569,2025-06-06T17:52:46Z,purchase,F,20s,web
U001157,2025-06-06T17:55:42Z,login,F,60s,app
U001255,2025-06-06T18:02:21Z,comment,M,20s,app
U002232,2025-06-06T18:02:50Z,view,M,50s,app
U000612,2025-06-06T18:07:32Z,view,M,30s,web
U001289,2025-06-06T18:08:39Z,view,M,50s,app
U002078,2025-06-06T18:11:38Z,login,M,30s,app
U001093,2025-06-06T18:13:07Z,view,F,20s,web
U000503,2025-06-06T18:14:50Z,login,M,20s,web
U000845,2025-06-06T18:16:26Z,comment,M,10s,web
U002322,2025-06-06T18:19:03Z,login,M,30s,web
U000504,2025-06-06T18:22:08Z,login,F,20s,web
U001940,2025-06-06T18:26:30Z,view,M,30s,web
U001594,2025-06-06T18:27:56Z,like,F,30s,app
U002076,2025-06-06T18:36:54Z,view,F,30s,web
U000171,2025-06-06T18:41:49Z,view,M,20s,app
U002078,2025-06-06T18:42:55Z,purchase,M,30s,app
U000904,2025-06-06T18:46:10Z,login,M,30s,web
U002073,2025-06-06T18:48:00Z,purchase,F,30s,web
U002014,2025-06-06T18:51:58Z,like,F,20s,app
U000031,2025-06-06T18:56:52Z,like,F,40s,web
U003603,2025-06-06T18:59:49Z,view,F,40s,app
U002627,2025-06-06T19:00:52Z,view,F,40s,web
U000367,2025-06-06T19:04:13Z,view,M,50s,app
U003233,2025-06-06T19:08:28Z,purchase,M,20s,app
U001619,2025-06-06T19:12:52Z,purchase,M,20s,web
U000813,2025-06-06T19:16:01Z,view,F,30s,web
U001605,2025-06-06T19:16:29Z,purchase,M,20s,app
U000819,2025-06-06T19:16:31Z,view,M,40s,app
U001349,2025-06-06T19:17:32Z,view,F,20s,web
U000932,2025-06-06T19:20:27Z,view,F,40s,web
U002341,2025-06-06T19:22:26Z,view,M,40s,web
U002848,2025-06-06T19:23:22Z,comment,M,50s,app
U003041,2025-06-06T19:27:57Z,login,M,20s,app
U001740,2025-06-06T19:35:00Z,login,M,20s,web
U000654,2025-06-06T19:35:50Z,view,M,20s,app
U003386,2025-06-06T19:41:10Z,comment,F,50s,web
U001175,2025-06-06T19:47:51Z,like,F,20s,web
U000919,2025-06-06T19:52:01Z,login,M,30s,app
U002035,2025-06-06T19:54:34Z,like,M,20s,app
U003064,2025-06-06T19:59:39Z,purchase,F,40s,web
U003097,2025-06-06T20:01:21Z,login,M,20s,app
U002254,2025-06-06T20:01:54Z,login,M,30s,app
U001657,2025-06-06T20:05:09Z,login,M,30s,web
U001674,2025-06-06T20:07:00Z,view,F,20s,app
U002028,2025-06-06T20:10:56Z,login,M,40s,app
U001133,2025-06-06T20:14:25Z,login,M,10s,app
U003166,2025-06-06T20:24:47Z,login,F,30s,app
U000991,2025-06-06T20:29:52Z,comment,M,40s,web
U001888,2025-06-06T20:38:46Z,comment,F,20s,app
U003836,2025-06-06T20:40:01Z,view,M,30s,web
U003237,2025-06-06T20:41:51Z,purchase,F,40s,app
U003097,2025-06-06T20:44:24Z,login,M,20s,app
U001876,2025-06-06T20:45:32Z,view,M,60s,web
U003822,2025-06-06T20:46:44Z,view,M,30s,app
U003223,2025-06-06T20:50:14Z,purchase,F,30s,app
